Cboe Volume and Put/Call Ratio data is provided for informational purposes only. The volume data reflected below may be based upon preliminary reported volume rather than cleared volume. Cboe makes no guarantee as to the accuracy of the data. Your use of Cboe Volume and Put/Call Ratio data is subject to the Terms and Conditions of the Cboe Website.,,,,
Date,VIX Put/Call Ratio,VIX Put Volume,VIX Call Volume,Total VIX Options Volume
08/07/2018, 0.35, 127067, 361107, 488174
08/08/2018, 0.56, 232073, 414392, 646465
08/09/2018, 0.26, 107040, 418362, 525402
08/10/2018, 0.37, 161473, 431280, 592753
08/13/2018, 0.44, 185408, 422063, 607471
08/14/2018, 0.34, 118040, 351950, 469990
08/15/2018, 0.67, 376753, 562854, 939607
08/16/2018, 0.44, 195774, 442990, 638764
08/17/2018, 0.36, 91208, 256041, 347249
08/20/2018, 0.31, 98231, 317386, 415617
08/21/2018, 0.55, 313174, 568648, 881822
08/22/2018, 0.42, 113027, 268318, 381345
08/23/2018, 0.50, 109647, 218346, 327993
08/24/2018, 0.21, 69121, 324992, 394113
08/27/2018, 0.21, 39166, 182478, 221644
08/28/2018, 0.33, 102125, 306234, 408359
08/29/2018, 0.71, 113433, 160082, 273515
08/30/2018, 0.24, 94112, 394871, 488983
08/31/2018, 0.36, 69025, 193340, 262365
09/04/2018, 0.21, 69640, 336850, 406490
09/05/2018, 0.42, 134822, 319039, 453861
09/06/2018, 0.62, 168990, 271593, 440583
09/07/2018, 0.77, 178518, 233350, 411868
09/10/2018, 0.59, 104085, 175266, 279351
09/11/2018, 0.40, 135858, 341514, 477372
09/12/2018, 0.30, 146126, 486047, 632173
09/13/2018, 0.57, 336620, 595573, 932193
09/14/2018, 0.26, 140311, 543320, 683631
09/17/2018, 0.37, 133033, 361935, 494968
09/18/2018, 0.56, 311705, 555588, 867293
09/19/2018, 0.71, 409743, 580126, 989869
09/20/2018, 0.43, 120397, 282915, 403312
09/21/2018, 0.36, 134169, 377804, 511973
09/24/2018, 0.38, 76760, 204610, 281370
09/25/2018, 0.61, 98412, 161334, 259746
09/26/2018, 0.43, 162635, 379327, 541962
09/27/2018, 0.25, 62524, 250066, 312590
09/28/2018, 0.41, 78533, 190302, 268835
10/01/2018, 0.64, 112744, 176785, 289529
10/02/2018, 0.55, 99827, 180407, 280234
10/03/2018, 0.42, 144447, 340565, 485012
10/04/2018, 0.37, 365238, 989682, 1354920
10/05/2018, 0.38, 275559, 724494, 1000053
10/08/2018, 0.85, 404949, 473660, 878609
10/09/2018, 0.43, 253979, 594201, 848180
10/10/2018, 0.36, 456315, 1262425, 1718740
10/11/2018, 0.35, 532298, 1535174, 2067472
10/12/2018, 0.35, 294409, 838344, 1132753
10/15/2018, 0.42, 381238, 918496, 1299734
10/16/2018, 0.58, 365589, 632572, 998161
10/17/2018, 0.38, 182956, 479383, 662339
10/18/2018, 0.46, 125689, 273842, 399531
10/19/2018, 0.33, 117515, 352066, 469581
10/22/2018, 0.34, 62320, 184252, 246572
10/23/2018, 0.35, 145687, 414454, 560141
10/24/2018, 0.88, 361264, 412577, 773841
10/25/2018, 0.24, 164566, 689178, 853744
10/26/2018, 0.36, 217837, 597918, 815755
10/29/2018, 0.97, 238827, 247082, 485909
10/30/2018, 0.69, 169217, 244674, 413891
10/31/2018, 0.93, 237941, 256675, 494616
11/01/2018, 0.95, 196836, 206539, 403375
11/02/2018, 0.56, 153665, 276390, 430055
11/05/2018, 0.64, 121120, 189334, 310454
11/06/2018, 1.59, 630948, 396816, 1027764
11/07/2018, 0.82, 386054, 470980, 857034
11/08/2018, 0.42, 190666, 449702, 640368
11/09/2018, 0.55, 217077, 392415, 609492
11/12/2018, 0.51, 107462, 212292, 319754
11/13/2018, 0.52, 192223, 369316, 561539
11/14/2018, 0.39, 183327, 468244, 651571
11/15/2018, 0.43, 155107, 358517, 513624
11/16/2018, 0.75, 257208, 343466, 600674
11/19/2018, 0.34, 160628, 468104, 628732
11/20/2018, 0.29, 269533, 919000, 1188533
11/21/2018, 0.41, 148462, 361120, 509582
11/23/2018, 0.31, 16049, 51179, 67228
11/26/2018, 0.24, 54991, 230475, 285466
11/27/2018, 0.57, 106490, 186038, 292528
11/28/2018, 0.45, 159199, 353271, 512470
11/29/2018, 0.68, 192036, 280670, 472706
11/30/2018, 0.51, 163203, 320233, 483436
12/03/2018, 0.58, 177463, 306993, 484456
12/04/2018, 0.30, 140263, 468537, 608800
12/06/2018, 0.48, 387745, 808905, 1196650
12/07/2018, 0.36, 132646, 373082, 505728
12/10/2018, 0.43, 145562, 338516, 484078
12/11/2018, 0.38, 157092, 412777, 569869
12/12/2018, 0.62, 172276, 278351, 450627
12/13/2018, 0.61, 158313, 258217, 416530
12/14/2018, 0.34, 131525, 390308, 521833
12/17/2018, 0.34, 201804, 597469, 799273
12/18/2018, 0.43, 329041, 763228, 1092269
12/19/2018, 0.49, 165218, 338899, 504117
12/20/2018, 0.48, 135383, 283959, 419342
12/21/2018, 0.16, 144781, 878213, 1022994
12/24/2018, 0.20, 76490, 381088, 457578
12/26/2018, 0.36, 201012, 551802, 752814
12/27/2018, 0.43, 131217, 306505, 437722
12/28/2018, 0.34, 112752, 330257, 443009
12/31/2018, 0.43, 120080, 277888, 397968
01/02/2019, 0.42, 188556, 453323, 641879
01/03/2019, 0.45, 92029, 204981, 297010
01/04/2019, 0.96, 300832, 312387, 613219
01/07/2019, 0.44, 196711, 448557, 645268
01/08/2019, 0.54, 256557, 471048, 727605
01/09/2019, 0.59, 205565, 348712, 554277
01/10/2019, 0.78, 190130, 243176, 433306
01/11/2019, 0.58, 209362, 358403, 567765
01/14/2019, 0.75, 193905, 258301, 452206
01/15/2019, 0.69, 281430, 410785, 692215
01/16/2019, 0.35, 163297, 462349, 625646
01/17/2019, 0.32, 108171, 341328, 449499
01/18/2019, 0.20, 108819, 555576, 664395
01/22/2019, 0.27, 86416, 325070, 411486
01/23/2019, 0.84, 205279, 244683, 449962
01/24/2019, 0.30, 80016, 269463, 349479
01/25/2019, 0.76, 137341, 180893, 318234
01/28/2019, 0.32, 92434, 293238, 385672
01/29/2019, 0.42, 50237, 119646, 169883
01/30/2019, 1.13, 177959, 157273, 335232
01/31/2019, 0.95, 332923, 351410, 684333
02/01/2019, 0.53, 104891, 197745, 302636
02/04/2019, 0.41, 174035, 424829, 598864
02/05/2019, 0.83, 282904, 342680, 625584
02/06/2019, 0.39, 150940, 385827, 536767
02/07/2019, 0.60, 195834, 323736, 519570
02/08/2019, 0.39, 85101, 215654, 300755
02/11/2019, 0.49, 131459, 268034, 399493
02/12/2019, 0.40, 250676, 628914, 879590
02/13/2019, 0.93, 238059, 255359, 493418
02/14/2019, 0.20, 42940, 214559, 257499
02/15/2019, 0.27, 90516, 337015, 427531
02/19/2019, 0.22, 75655, 346913, 422568
02/20/2019, 0.58, 145321, 250867, 396188
02/21/2019, 0.22, 50656, 229519, 280175
02/22/2019, 0.14, 61226, 440798, 502024
02/25/2019, 0.29, 244471, 850017, 1094488
02/26/2019, 0.18, 79418, 437958, 517376
02/27/2019, 0.23, 65116, 282031, 347147
02/28/2019, 0.54, 112032, 206482, 318514
03/01/2019, 0.37, 114406, 311453, 425859
03/04/2019, 0.46, 337107, 738919, 1076026
03/05/2019, 0.22, 51794, 237179, 288973
03/06/2019, 0.76, 142931, 188610, 331541
03/07/2019, 0.72, 220355, 304256, 524611
03/08/2019, 0.24, 130165, 539523, 669688
03/11/2019, 0.25, 99855, 403948, 503803
03/12/2019, 0.45, 111119, 245654, 356773
03/13/2019, 0.64, 472457, 733217, 1205674
03/14/2019, 0.55, 246826, 450499, 697325
03/15/2019, 0.73, 423130, 583391, 1006521
03/18/2019, 0.52, 238841, 458256, 697097
03/19/2019, 0.26, 116949, 458270, 575219
03/20/2019, 0.27, 93771, 349200, 442971
03/21/2019, 0.47, 76652, 162990, 239642
03/22/2019, 0.19, 135930, 703819, 839749
03/25/2019, 0.14, 72483, 505726, 578209
03/26/2019, 0.17, 49349, 295821, 345170
03/27/2019, 0.44, 102809, 231993, 334802
03/28/2019, 0.34, 64803, 191922, 256725
03/29/2019, 0.21, 48587, 231235, 279822
04/01/2019, 0.14, 40337, 291132, 331469
04/02/2019, 0.34, 137630, 405950, 543580
04/03/2019, 0.37, 122897, 332703, 455600
04/04/2019, 0.24, 50062, 206511, 256573
04/05/2019, 0.44, 132275, 304079, 436354
04/08/2019, 0.16, 74824, 457690, 532514
04/09/2019, 0.28, 104988, 377145, 482133
04/10/2019, 0.44, 130284, 295687, 425971
04/11/2019, 0.73, 280477, 383448, 663925
04/12/2019, 0.58, 390466, 668140, 1058606
04/15/2019, 0.70, 242467, 347796, 590263
04/16/2019, 1.49, 537764, 360712, 898476
04/17/2019, 0.15, 52993, 363935, 416928
04/18/2019, 0.18, 47170, 261662, 308832
04/22/2019, 0.41, 77225, 190676, 267901
04/23/2019, 0.13, 42123, 316131, 358254
04/24/2019, 0.38, 90824, 236869, 327693
04/25/2019, 0.35, 130013, 366481, 496494
04/26/2019, 0.40, 87079, 217516, 304595
04/29/2019, 0.34, 65259, 190663, 255922
04/30/2019, 0.29, 72391, 248965, 321356
05/01/2019, 0.12, 31938, 274266, 306204
05/02/2019, 0.43, 191816, 446825, 638641
05/03/2019, 0.22, 97441, 444391, 541832
05/06/2019, 0.44, 199880, 455274, 655154
05/07/2019, 0.33, 592386, 1809031, 2401417
05/08/2019, 1.40, 432475, 308402, 740877
05/09/2019, 0.65, 504074, 776164, 1280238
05/10/2019, 1.11, 406836, 366553, 773389
05/13/2019, 0.51, 395426, 780742, 1176168
05/14/2019, 0.57, 215970, 379456, 595426
05/15/2019, 0.76, 296204, 391581, 687785
05/16/2019, 0.75, 378016, 506411, 884427
05/17/2019, 0.46, 226231, 488562, 714793
05/20/2019, 0.31, 136175, 434917, 571092
05/21/2019, 1.20, 554827, 461505, 1016332
05/22/2019, 0.37, 121477, 324432, 445909
05/23/2019, 0.62, 142911, 231345, 374256
05/24/2019, 0.34, 68596, 200471, 269067
05/28/2019, 0.42, 62007, 147118, 209125
05/29/2019, 0.81, 292980, 363100, 656080
05/30/2019, 0.53, 103901, 197302, 301203
05/31/2019, 0.54, 156551, 292526, 449077
06/03/2019, 0.49, 95586, 196843, 292429
06/04/2019, 0.45, 132150, 292599, 424749
06/05/2019, 0.24, 46966, 194609, 241575
06/06/2019, 0.14, 42397, 313098, 355495
06/07/2019, 0.37, 135407, 361382, 496789
06/10/2019, 0.42, 128867, 306640, 435507
06/11/2019, 0.81, 185401, 230287, 415688
06/12/2019, 0.50, 118278, 237771, 356049
06/13/2019, 0.34, 94683, 274705, 369388
06/14/2019, 0.48, 124853, 260402, 385255
06/17/2019, 0.59, 159021, 271312, 430333
06/18/2019, 0.84, 363366, 432782, 796148
06/19/2019, 0.33, 139390, 427976, 567366
06/20/2019, 0.65, 190548, 293043, 483591
06/21/2019, 0.28, 99320, 355053, 454373
06/24/2019, 0.27, 55965, 204479, 260444
06/25/2019, 0.27, 48246, 181532, 229778
06/26/2019, 0.91, 117703, 129450, 247153
06/27/2019, 0.59, 134811, 227052, 361863
06/28/2019, 0.56, 92843, 166835, 259678
07/01/2019, 0.33, 122838, 368267, 491105
07/02/2019, 0.24, 125939, 524704, 650643
07/03/2019, 0.42, 92819, 222042, 314861
07/05/2019, 0.53, 127452, 239272, 366724
07/08/2019, 0.53, 145387, 272562, 417949
07/09/2019, 0.61, 143329, 236383, 379712
07/10/2019, 1.19, 305593, 257783, 563376
07/11/2019, 0.49, 152455, 309691, 462146
07/12/2019, 0.34, 117735, 348606, 466341
07/15/2019, 0.74, 154450, 208601, 363051
07/16/2019, 0.61, 282680, 463870, 746550
07/17/2019, 0.28, 81639, 296419, 378058
07/18/2019, 0.37, 92455, 247279, 339734
07/19/2019, 0.59, 163064, 277410, 440474
07/22/2019, 0.24, 30467, 127403, 157870
07/23/2019, 0.34, 174978, 507315, 682293
07/24/2019, 0.13, 81136, 648762, 729898
07/25/2019, 0.15, 80707, 539787, 620494
07/26/2019, 0.12, 64046, 528031, 592077
07/29/2019, 0.09, 37996, 443561, 481557
07/30/2019, 0.46, 129091, 278494, 407585
07/31/2019, 0.41, 194659, 480442, 675101
08/01/2019, 0.31, 349566, 1111750, 1461316
08/02/2019, 0.30, 294117, 990005, 1284122
08/05/2019, 0.24, 313071, 1301950, 1615021
08/06/2019, 0.27, 154021, 568539, 722560
08/07/2019, 0.45, 137436, 306847, 444283
08/08/2019, 1.19, 305074, 257172, 562246
08/09/2019, 0.42, 118573, 281404, 399977
08/12/2019, 0.35, 138246, 395222, 533468
08/13/2019, 0.29, 186863, 635589, 822452
08/14/2019, 0.53, 334979, 636915, 971894
08/15/2019, 0.34, 187407, 544877, 732284
08/16/2019, 0.45, 198190, 439128, 637318
08/19/2019, 0.50, 189473, 380697, 570170
08/20/2019, 0.32, 165855, 517441, 683296
08/21/2019, 0.41, 173098, 424575, 597673
08/22/2019, 0.18, 64209, 351314, 415523
08/23/2019, 0.48, 137778, 286763, 424541
08/26/2019, 0.44, 89516, 204035, 293551
08/27/2019, 0.37, 119189, 318806, 437995
08/28/2019, 0.82, 305894, 372747, 678641
08/29/2019, 0.17, 76679, 453183, 529862
08/30/2019, 0.36, 39141, 107708, 146849
09/03/2019, 0.52, 110859, 212125, 322984
09/04/2019, 0.52, 120983, 231705, 352688
09/05/2019, 0.29, 100152, 347269, 447421
09/06/2019, 0.15, 50145, 333822, 383967
09/09/2019, 0.36, 119428, 329962, 449390
09/10/2019, 0.38, 114295, 301761, 416056
09/11/2019, 0.38, 150421, 394385, 544806
09/12/2019, 0.37, 169694, 463411, 633105
09/13/2019, 0.59, 333348, 567732, 901080
09/16/2019, 0.72, 141032, 196535, 337567
09/17/2019, 0.52, 347819, 666690, 1014509
09/18/2019, 0.58, 448161, 773256, 1221417
09/19/2019, 0.32, 119370, 370888, 490258
09/20/2019, 0.30, 66312, 219628, 285940
09/23/2019, 0.32, 40856, 128612, 169468
09/24/2019, 0.25, 122342, 492887, 615229
09/25/2019, 0.77, 152423, 197670, 350093
09/26/2019, 0.89, 137549, 155169, 292718
09/27/2019, 0.37, 128437, 343253, 471690
09/30/2019, 0.81, 109200, 134540, 243740
10/01/2019, 0.97, 184221, 190859, 375080
10/02/2019, 0.56, 271592, 488159, 759751
10/03/2019, 0.46, 126939, 273016, 399955
10/04/2019, 0.49, 131685, 269456, 401141
