"       MASTER SPREADSHEET                        Fourteen Select Indexes - Daily Closing Values    January 1986 - July 26, 2019",,,,,,,,,,,,,,
"Sources: Bloomberg and Cboe Exchange, Inc.",Data providers such as Bloomberg (phone: 212-318-2000) can provide historical data for a fee.      Also visit www.Cboe.com/TradTool/,Past performance is not a guarantee of future returns.,"Supporting documentation for statistics or other technical data is available by calling 1-888-OPTIONS, sending an e-mail to help@Cboe.com, or by visiting www.Cboe.com. ","Options involve risk and are not suitable for all investors. Prior to buying or selling an option, a person must receive a copy of Characteristics and Risks of Standardized Options",,Please visit www.Cboe.com and us.spindices.com  for more information and disclosures.  ,"This spreadsheet is updated about once a year, and is based on data from secondary sources believed (but not guaranteed) to be accurate.",Indexes are not investable,,,,,,
21-Mar-1990,134.51,367.489,339.74,134.79,140.24,143.02,20.1,18.85,163.11,117.08,148.8,157,171.37,140.48
22-Mar-1990,133.12,363.11,335.69,133.95,139.25,141.57,22.74,21.26,161.46,116.39,147.49,155.73,170.47,139.11
23-Mar-1990,133.83,364.769,337.22,134.49,139.7,142.28,20.46,20.12,162.26,116.96,148.13,156.43,170.78,139.5
26-Mar-1990,134.03,365.436,337.63,134.86,139.79,142.51,19.59,19.6,162.53,117.21,148.32,156.74,171.14,139.64
27-Mar-1990,135.18,369.64,341.5,135.75,141.01,143.92,21.01,18.17,164.13,117.65,149.6,158.04,172.1,141.04
28-Mar-1990,135.51,370.19,342,135.76,141.18,144.22,19.77,17.94,164.47,117.75,149.83,158.21,172.3,141.21
29-Mar-1990,135.15,368.881,340.79,135.68,140.82,143.78,18.46,18.87,163.98,117.76,149.43,157.93,172.07,140.72
30-Mar-1990,135.15,367.995,339.94,135.13,140.66,143.57,19.73,20.73,163.73,117.57,149.4,157.5,171.29,140.46
2-Apr-1990,134.63,366.724,338.7,135.37,140.33,143.16,22.84,21.11,163.27,117.77,148.84,157.39,171.76,140.01
3-Apr-1990,135.85,372.125,343.64,136.37,141.75,144.77,20.44,19.83,165.11,117.87,150.45,158.86,172.72,141.83
4-Apr-1990,135.29,369.533,341.09,135.86,141.16,143.96,22.03,22.24,164.18,117.86,149.63,158.12,172.37,141.03
5-Apr-1990,135.43,369.151,340.73,136.04,140.9,144.03,21.21,21.58,164.26,118.33,149.64,158.27,172.35,140.74
6-Apr-1990,135.4,368.483,340.08,136,140.83,143.94,21.76,21.62,164.16,118.55,149.52,158.2,172.27,140.49
9-Apr-1990,135.87,369.888,341.37,136.47,141.2,144.57,22.3,20.74,164.88,118.93,149.99,158.79,173.03,140.95
10-Apr-1990,136.18,370.647,342.07,136.8,141.31,144.87,21.69,20.12,165.22,119.34,150.2,159.15,173.39,141.17
11-Apr-1990,136.31,370.486,341.92,136.96,141.24,144.89,17.73,19.61,165.24,119.79,150.15,159.26,173.58,141.06
12-Apr-1990,137.02,373.142,344.34,137.45,141.89,145.88,19.8,18.35,166.36,120.02,151.15,160.09,173.89,142.04
16-Apr-1990,137.45,373.611,344.74,137.58,142.07,146.21,20.75,18.47,166.74,120.44,151.48,160.3,173.75,142.18
17-Apr-1990,137.33,373.553,344.68,137.77,141.95,146.21,20.38,18.63,166.74,120.6,151.37,160.42,174.26,142.18
18-Apr-1990,136.45,369.275,340.72,137.28,140.74,144.61,22.67,20.51,164.92,120.91,149.78,159.26,173.86,140.56
19-Apr-1990,135.56,366.431,338.09,136.97,139.77,143.53,22.46,21.52,163.68,120.62,148.61,158.49,174.01,139.45
20-Apr-1990,134.41,363.223,335.12,136.11,138.94,142.28,23.33,20.96,162.65,119.94,147.37,157.3,174.23,138.4
23-Apr-1990,133.23,358.853,331.05,135.75,137.35,140.85,24.16,21.23,161.05,120.22,145.74,156.29,174.22,136.82
24-Apr-1990,133.23,358.13,330.36,135.7,137.06,140.76,21.7,20.7,160.94,120.58,145.41,156.21,174.53,136.55
25-Apr-1990,133.81,359.98,332.03,136.12,137.47,141.4,20.86,20.33,161.68,120.6,146.2,156.81,174.33,136.97
26-Apr-1990,134.13,361.004,332.92,136.49,137.72,141.73,20.25,20.64,162.05,120.86,146.58,157.21,174.7,137.23
27-Apr-1990,132.95,356.882,329.11,135.4,136.69,140.3,22.19,21.37,160.43,120.17,145.16,155.8,173.96,136.08
30-Apr-1990,133.65,358.815,330.8,136.27,136.96,141.05,19.52,19.59,161.28,120.92,145.86,156.68,174.48,136.42
1-May-1990,134.3,360.483,332.25,136.54,137.38,141.78,18.43,19.29,162.11,121.23,146.4,157.24,175.01,136.91
2-May-1990,135.06,362.92,334.48,137.25,138.02,142.64,19.32,18.42,163.1,121.89,147.38,158.13,175.21,137.66
3-May-1990,135.45,364.212,335.57,137.56,138.3,143.13,17.81,18.12,163.65,122.2,147.73,158.58,175.84,138.07
4-May-1990,136.26,367.462,338.39,138.32,139.32,144.22,17.28,17.03,164.9,122.53,148.98,159.62,176.05,139.14
7-May-1990,136.85,369.895,340.53,138.65,140.01,145.03,17.65,17.34,165.83,122.37,149.88,160.23,176.24,140.01
8-May-1990,136.92,371.637,342.01,138.85,140.58,145.4,18.49,18.21,166.25,121.6,150.53,160.55,176.44,140.71
9-May-1990,137.27,372.641,342.86,138.89,141.04,145.72,18.64,18.75,166.62,121.59,150.88,160.76,176.47,141.05
10-May-1990,137.53,373.739,343.82,139.1,141.37,146.1,18.59,18.84,167.05,121.67,151.31,161.09,176.45,141.45
11-May-1990,138.04,382.719,352,139.3,144.5,147.18,19.81,20.07,168.28,117.44,153.91,161.81,175.81,144.82
14-May-1990,138.01,385.894,354.75,139.43,145.59,147.36,20.14,19.96,168.49,115.85,154.61,161.95,175.19,146
15-May-1990,137.98,385.402,354.28,139.47,145.43,147.38,19.49,19.87,168.51,115.63,154.72,161.99,175.89,145.82
16-May-1990,138.25,385.178,354,139.53,145.3,147.66,17.71,18.81,168.84,115.79,154.96,162.19,176.59,145.71
17-May-1990,138.17,385.708,354.47,139.57,145.45,147.66,17.27,18.05,168.83,115.21,155.15,162.21,176.84,145.92
18-May-1990,138.41,385.895,354.64,139.6,145.5,147.89,17.2,16.24,169.13,114.47,155.47,162.39,176.75,145.82
21-May-1990,138.71,389.638,358,140.23,146.82,148.85,16.72,16.11,170,113.91,156.2,163.28,176.45,147.14
22-May-1990,138.83,390.325,358.43,140.26,147.07,148.94,17.84,16.9,169.97,113.92,156.27,163.34,176.26,147.41
23-May-1990,138.93,391.278,359.29,140.34,147.42,149.22,17.18,17.7,170.18,113.66,156.5,163.56,176.08,147.73
24-May-1990,138.65,390.371,358.41,140.32,147.06,148.87,17.7,18.24,169.97,113.64,156.17,163.36,175.96,147.41
25-May-1990,138.51,386.375,354.58,139.94,145.61,148.02,17.32,17.84,169.31,114.89,155.57,162.67,176.92,146
29-May-1990,139.24,393.082,360.65,140.83,148.04,149.79,18.75,17.32,170.86,113.61,156.77,164.11,176.5,148.36
30-May-1990,139.5,393.323,360.86,140.91,148.12,150.01,17.44,17.86,171.15,113.76,157.2,164.29,176.83,148.37
31-May-1990,139.7,393.801,361.23,140.95,148.29,150.23,17.37,18.37,171.36,113.8,157.4,164.44,176.79,148.54
1-Jun-1990,139.93,395.94,363.16,141.1,149.08,150.83,17.09,17.76,171.94,113.17,157.96,164.86,176.45,149.31
4-Jun-1990,140.01,400.636,367.4,141.39,150.75,151.59,18.39,18.06,172.27,111.54,158.5,165.42,175.14,151.04
5-Jun-1990,140.37,399.864,366.64,141.41,150.51,151.71,18.97,18.54,172.47,112.22,158.66,165.5,175.77,150.75
6-Jun-1990,140.11,398.047,364.96,141.47,149.86,151.41,17.42,17.71,172.27,112.68,158.37,165.37,176.58,150.05
7-Jun-1990,140.24,396.09,363.15,141.5,149.16,151.4,16.88,16.8,172.43,113.63,158.43,165.39,177.73,149.3
8-Jun-1990,140.19,391.255,358.71,141.43,147.36,150.15,17.58,16.96,171.76,115.95,157.37,164.66,178.33,147.49
11-Jun-1990,140.54,394.612,361.63,141.71,148.61,151.37,16.34,16.26,172.65,114.92,158.47,165.47,178.51,148.7
12-Jun-1990,140.5,399.672,366.25,141.78,150.46,152.24,16.6,17.06,172.9,112.41,159.13,166,177.45,150.59
13-Jun-1990,140.86,398.212,364.9,141.81,149.96,152.28,17.38,17.84,173.37,113.56,159.29,166.04,178.2,150.04
14-Jun-1990,140.77,396.042,362.9,141.89,149.15,152.08,17.4,17.47,173.34,114.59,159.09,165.98,178.94,149.23
15-Jun-1990,140.91,396.058,362.91,141.88,149.15,152.37,15.9,16.3,173.78,115.01,159.29,166.26,179.13,149.16
18-Jun-1990,139.23,389.502,356.88,141.05,147.12,150.17,17.71,17.15,171.28,115.01,157.19,164.54,177.68,146.91
19-Jun-1990,139.67,391.266,358.47,141.56,147.68,150.79,15.23,16.73,171.98,115.22,157.76,165.18,178.41,147.45
20-Jun-1990,139.99,391.961,359.1,141.76,147.89,151.12,15.27,16.83,172.36,115.62,158.02,165.49,178.9,147.71
21-Jun-1990,140.29,393.456,360.47,142.15,148.26,151.58,14.72,16.39,172.88,115.63,158.49,165.97,179.13,148.14
22-Jun-1990,138.87,387.956,355.43,141.07,146.87,149.68,19.36,18.69,170.72,115.39,156.76,164.31,178.06,146.46
25-Jun-1990,138.19,384.778,352.31,140.21,146.09,148.54,17.06,18.58,169.42,114.94,155.76,163.16,176.58,145.42
26-Jun-1990,138.22,384.52,352.06,140.17,146.04,148.47,16.29,18.76,169.34,114.92,155.74,163.1,175.94,145.25
27-Jun-1990,139.15,387.892,355.14,141.23,146.84,149.72,16,18.4,170.76,115.56,156.79,164.41,177.68,146.18
28-Jun-1990,139.96,390.644,357.63,141.76,147.6,150.73,16.18,18.18,171.92,115.94,157.61,165.28,179.06,147.13
29-Jun-1990,140.18,391.144,358.02,141.97,147.75,150.95,15.5,18.77,172.17,116.28,157.77,165.52,178.99,147.33
2-Jul-1990,140.56,392.813,359.54,142.49,148.16,151.54,16.26,18.19,172.84,116.47,158.32,166.12,179.78,147.81
3-Jul-1990,140.88,393.655,360.16,142.7,148.42,151.91,16.11,17.97,173.26,116.75,158.61,166.45,179.91,148.12
5-Jul-1990,139.67,388.821,355.68,141.7,147.02,150.14,17.25,19.64,171.25,116.21,157.05,164.89,178.3,146.43
6-Jul-1990,140.64,391.816,358.42,142.54,147.85,151.26,16.41,18.69,172.52,117.05,158,166,179.57,147.42
9-Jul-1990,141.08,393.052,359.52,142.96,148.23,151.78,16.66,18.4,173.11,117.48,158.36,166.49,180.36,147.81
10-Jul-1990,140.23,389.745,356.49,142.29,147.24,150.54,16.92,19.12,171.7,117,157.25,165.43,179.6,146.6
11-Jul-1990,141.63,394.932,361.23,143.45,148.76,152.51,16.68,18.41,173.94,117.9,159.03,167.19,181,148.47
12-Jul-1990,142.55,399.534,365.44,144,150.31,154.14,17.06,19.1,175.8,117.59,160.71,168.41,181.72,150.2
13-Jul-1990,143.07,401.579,367.31,144.16,150.99,154.85,17.09,18.48,176.61,117.46,161.49,168.9,181.54,150.94
16-Jul-1990,143.45,403.455,368.95,144.44,151.58,155.63,16.75,18.71,177.5,117.29,162.24,169.46,182.09,151.6
17-Jul-1990,143.33,401.901,367.52,144.47,151.05,155.16,16.66,19.09,176.97,117.94,161.7,169.22,182.12,151.02
18-Jul-1990,143.14,398.307,364.22,144.43,149.72,153.89,18.9,19.01,175.52,119.52,160.31,168.51,182.18,149.66
19-Jul-1990,143.68,399.516,365.32,144.65,150.12,154.38,18.56,17.36,176.08,119.95,160.78,168.91,182.32,150.1
20-Jul-1990,142.66,395.463,361.61,144.69,148.65,152.83,15.63,18.51,174.86,120.79,159.25,167.98,182.09,148.77
23-Jul-1990,140.93,388.614,355.31,143.27,147.15,150.61,23.68,20.2,172.03,120.44,157.04,165.93,178.85,146.77
24-Jul-1990,141.23,389.141,355.79,143.74,147.09,150.85,21.79,19.29,172.33,120.89,157.26,166.34,180.27,146.73
25-Jul-1990,141.61,390.594,357.09,144.28,147.43,151.36,20.19,18.94,172.96,121.17,157.8,166.94,180.64,147.1
26-Jul-1990,141.38,389.333,355.91,143.83,147.1,150.97,20.26,19.59,172.46,120.79,157.43,166.47,179.59,146.61
27-Jul-1990,140.61,386.695,353.44,143.3,146.28,150.03,21.12,20.31,171.32,120.48,156.54,165.65,178.65,145.79
30-Jul-1990,141.46,389.097,355.55,144.08,146.97,150.97,21.16,19.23,172.41,121.22,157.37,166.59,179.8,146.46
31-Jul-1990,141.81,389.89,356.15,144.19,147.29,151.34,21.11,19.35,172.78,121.5,157.64,166.87,180.3,146.78
1-Aug-1990,141.49,389.218,355.52,144.17,146.94,151.04,21.64,20.51,172.48,121.19,157.43,166.7,180.1,146.45
2-Aug-1990,140.11,384.857,351.48,143.03,145.87,149.42,20.43,22.5,170.56,120.28,155.99,165.15,178.4,145.18
3-Aug-1990,137.71,377.671,344.86,140.6,144.37,146.74,28.74,25.63,167.41,118.41,153.54,162.28,175.09,143.49
6-Aug-1990,133.7,366.505,334.43,137.05,142.09,142.42,35.91,31.77,162.49,116.04,150.51,157.83,169.89,141.3
7-Aug-1990,133.93,367.111,334.83,137.13,142.21,142.69,32.75,29.48,162.77,115.38,150.97,158.03,169.23,141.01
8-Aug-1990,135.38,370.976,338.35,138.45,142.73,144.19,28.27,25.27,164.47,115.7,152.31,159.62,169.73,141.33
9-Aug-1990,136.05,372.808,339.94,139.15,142.8,144.9,24.39,23.64,165.28,115.84,153.02,160.42,169.29,141.43
10-Aug-1990,134.34,368.071,335.52,137.54,141.9,143.06,25.75,26.97,163.18,114.91,151.58,158.48,168.76,140.66
13-Aug-1990,135.72,371.828,338.84,138.86,142.64,144.53,25.74,24.43,164.86,115.04,153.18,160.03,168.52,140.85
14-Aug-1990,135.96,372.487,339.39,139.2,142.58,144.79,24.18,22.88,165.15,115.14,153.33,160.37,168.11,140.84
15-Aug-1990,136.24,373.249,340.06,139.59,142.51,145.09,23.31,23.48,165.49,115.12,153.72,160.76,167.9,140.74
16-Aug-1990,133.19,364.905,332.39,136.45,141.34,141.84,27.16,27.86,161.79,113.74,151.3,157.17,167.48,139.88
17-Aug-1990,131.38,359.901,327.83,134.46,140.3,139.91,27.53,28.6,159.9,114.21,149.15,155.32,167.64,139.82
20-Aug-1990,131.63,360.719,328.51,134.86,140.45,140.21,26.46,27.34,160.45,113.98,149.55,155.74,167.59,139.77
21-Aug-1990,129.99,353.456,321.86,133.51,139.96,138.23,28.9,30.11,157.56,114.46,146.94,153.87,167.43,137.8
22-Aug-1990,128.69,347.638,316.55,132.2,139.73,136.63,30.55,31.87,155.24,114.73,144.72,152.24,167.38,136.36
23-Aug-1990,125.58,337.224,307.06,129.08,139.79,132.93,36.47,38.07,150.76,113.9,141.03,148.4,166.96,134.36
24-Aug-1990,127.28,342.114,311.51,130.71,139.85,134.82,33.93,35.67,152.95,114.84,142.56,150.39,167.18,135.26
27-Aug-1990,130.65,353.152,321.44,134.05,139.54,138.68,29.63,28.89,157.77,115.82,146.75,154.42,167.78,137.44
28-Aug-1990,130.71,353.173,321.34,134.19,139.75,138.82,29.12,28.76,157.84,115.9,146.81,154.58,167.88,137.37
29-Aug-1990,131.74,356.328,324.19,134.86,139.91,139.94,27.38,26.75,159.25,115.86,148.16,155.59,168.15,138.08
30-Aug-1990,130.22,350.314,318.71,133.47,140.04,138.1,29.89,29.78,156.68,115.97,145.78,153.78,167.84,136.56
31-Aug-1990,131.44,354.648,322.56,134.38,140.38,139.51,29.9,28.57,158.59,116.01,147.47,155.1,168.11,137.75
4-Sep-1990,131.87,355.322,323.09,135.14,140.2,139.94,29.58,28.35,158.89,116.81,147.75,155.72,168.26,137.56
5-Sep-1990,132.33,356.754,324.39,135.67,140.06,140.46,28.52,27.49,159.5,117.14,148.26,156.32,168.34,137.82
6-Sep-1990,131.13,352.453,320.46,134.8,139.94,138.97,30.19,29.99,157.65,116.78,146.59,154.99,168.42,136.51
7-Sep-1990,132.11,355.689,323.4,135.71,139.85,140.14,28.73,27.93,159.09,117.19,147.87,156.17,168.51,137.31
10-Sep-1990,131.97,353.906,321.63,135.61,139.96,139.79,29.34,28.03,158.33,117.77,147.1,155.89,168.58,136.57
11-Sep-1990,131.87,353.316,321.04,135.9,139.83,139.63,28.38,26.73,158.12,118.1,146.83,155.97,168.79,136.16
12-Sep-1990,132.62,354.969,322.54,136.17,140.06,140.35,28.12,26.43,158.89,118.47,147.53,156.53,168.85,136.64
13-Sep-1990,131.22,350.69,318.65,135.19,140.16,138.75,29.33,29,156.97,117.53,145.87,155.08,168.78,135.29
14-Sep-1990,130.56,348.698,316.83,134.63,140.08,137.99,30.56,28.82,156.09,116.59,145.18,154.35,168.81,134.52
17-Sep-1990,131.01,349.756,317.77,135.41,139.81,138.41,29.55,28.69,156.57,117.32,145.51,155,168.98,134.53
18-Sep-1990,131.45,350.867,318.6,135.65,140.12,138.88,28.82,28.24,157.06,117.49,145.87,155.4,169.2,134.8
19-Sep-1990,130.63,348.665,316.6,135.09,139.81,138,27.88,28.77,156.08,116.32,145.04,154.6,169.18,133.92
20-Sep-1990,128.57,343.105,311.48,132.83,140.1,135.8,28.66,29.75,153.59,112.75,143.52,152.08,169.16,132.17
21-Sep-1990,128.52,342.929,311.32,132.94,139.97,135.75,30.04,29.91,153.59,111.54,143.69,152.3,169.31,131.6
24-Sep-1990,126.79,335.671,304.59,131.86,137.91,133.47,30.56,31.59,150.78,112.05,141.21,150.41,169.09,129.29
25-Sep-1990,128.17,339.75,308.26,132.88,138.77,135,28.81,29.25,152.62,112.52,142.7,151.85,169.58,130.29
26-Sep-1990,127.43,336.233,305.06,132.31,137.54,134.06,28.19,29.24,151.28,112.64,141.44,151,169.41,129.14
27-Sep-1990,126.25,331.785,300.97,131.17,136.5,132.62,28.67,29.36,149.49,112.14,139.99,149.55,169.11,127.84
28-Sep-1990,127.9,337.388,306.05,132.42,138.14,134.55,29.11,29.99,151.88,112.58,142.05,151.35,169.55,129.5
1-Oct-1990,130.27,347.301,314.94,134.6,140.96,137.39,28.06,26.94,155.59,113.05,145.49,154.16,170.2,132.47
2-Oct-1990,130.2,347.601,315.21,134.66,140.84,137.43,27.28,28.13,155.73,112.28,145.72,154.22,170.35,132.45
3-Oct-1990,129.63,343.618,311.4,134.33,139.94,136.64,27.9,28.63,154.46,113.51,144.21,153.6,170.32,131.11
4-Oct-1990,130.04,345.051,312.69,134.72,140.17,137.15,27.51,28.43,155.04,113.73,144.7,154.11,170.4,131.54
5-Oct-1990,129.86,343.746,311.5,134.69,139.8,136.86,27.85,28.3,154.69,113.98,144.29,153.93,170.47,131.05
8-Oct-1990,130.33,345.931,313.48,135.41,140.32,137.45,28.04,28.01,155.47,114.24,145.06,154.65,170.73,131.66
9-Oct-1990,128.3,336.71,305.1,133.12,137.98,134.69,30.71,31.12,151.74,113.8,141.71,151.79,170.24,128.8
10-Oct-1990,126.59,331.516,300.39,131.85,136.9,132.8,31.19,32.27,149.59,112.38,139.75,150.01,170.05,127.06
11-Oct-1990,124.63,326.079,295.46,130.19,135.7,130.69,33.98,34.94,147.15,111.06,137.9,147.89,169.38,125.81
12-Oct-1990,126.53,331.122,300.03,132.21,136.77,132.68,31.94,33.97,149.44,112.82,139.64,150.16,170.23,126.78
15-Oct-1990,127.94,334.729,303.23,133.7,137.44,134.14,31.64,32.36,151.12,114.19,140.97,151.8,170.9,127.49
16-Oct-1990,126.28,329.983,298.92,132.1,136.32,132.36,31.45,33.3,149,112.06,139.25,149.9,170.69,125.96
17-Oct-1990,126.26,329.821,298.76,132.08,135.98,132.29,31.37,32.96,148.93,111.96,139.18,149.84,170.74,125.84
18-Oct-1990,129.18,337.532,305.74,134.92,137.78,135.39,29.6,29.96,152.41,115.8,141.78,153.21,171.32,128.14
19-Oct-1990,132.1,344.984,312.48,136.99,139.99,138.4,27.86,26.87,155.72,119.8,144.32,156.21,172.15,130.69
22-Oct-1990,132.45,347.542,314.76,137.88,140.55,138.96,27.27,26.42,156.44,119.53,145.28,157.04,171.75,131.18
23-Oct-1990,131.96,344.895,312.36,137.42,139.97,138.28,27.57,27.98,155.68,119.76,144.35,156.41,172.06,130.29
24-Oct-1990,131.8,345.173,312.6,137.68,140.06,138.22,28.28,28.39,155.61,119.39,144.38,156.52,172.2,130.22
25-Oct-1990,131.41,342.513,310.17,137.11,139.28,137.62,29.04,29.55,154.93,119.8,143.6,155.86,172.31,129.56
26-Oct-1990,129.87,336.565,304.71,135.72,138.02,135.74,30.75,31.96,152.82,119.73,141.4,154.01,171.68,127.95
29-Oct-1990,129.16,333.51,301.88,135.41,136.98,134.86,31.54,31.13,151.83,119.8,140.49,153.31,171.88,126.8
30-Oct-1990,130,336.013,304.06,136.24,137.33,135.76,30.52,30.77,152.85,120.23,141.41,154.29,172.35,127.38
31-Oct-1990,130.14,335.952,304,136.15,137.4,135.84,30.04,30.61,152.93,120.11,141.45,154.29,172.42,127.25
1-Nov-1990,131.14,339.351,307.02,137.18,138.33,136.98,30.25,31.09,154.21,120.97,142.57,155.52,172.74,128.29
2-Nov-1990,132.54,344.728,311.85,138.2,139.84,138.8,30.03,30.74,156.26,120.86,144.66,157.14,173.21,129.93
5-Nov-1990,133.73,348.2,314.59,139.06,140.72,140.04,29.85,28.95,157.66,121.41,145.89,158.3,173.41,130.84
6-Nov-1990,133.16,344.995,311.62,138.72,139.58,139.24,29.11,29.36,156.76,121.74,144.9,157.66,173.51,129.68
7-Nov-1990,131.48,338.814,306.01,137.44,137.79,137.21,30.87,31.33,154.48,121.37,142.58,155.79,173.47,127.73
8-Nov-1990,132.23,340.758,307.61,138.01,138.23,138.01,30.79,31.37,155.38,121.98,143.34,156.57,173.36,128.25
9-Nov-1990,134.05,347.705,313.74,139.6,140.01,140.43,26.96,28.01,158.1,122.41,145.9,158.84,174.01,130.44
12-Nov-1990,135.43,354.066,319.48,140.6,141.93,142.33,25.6,25.28,160.24,121.77,148.31,160.46,174.17,132.66
13-Nov-1990,135.34,352.111,317.67,140.7,141.04,142.09,24.58,24.77,159.97,122.98,147.62,160.38,174.31,131.91
14-Nov-1990,136,355.197,320.4,140.87,142.01,143.1,22.89,23.26,161.11,122.16,148.93,161.06,174.41,133.03
15-Nov-1990,135.82,351.467,317.02,140.9,140.57,142.42,22.57,22.27,160.34,124.53,147.45,160.69,174.51,131.63
16-Nov-1990,136.23,351.687,317.12,141,140.56,142.75,21.34,21.1,160.79,125.57,147.62,161.12,174.56,131.71
19-Nov-1990,136.66,354.164,319.34,141.83,141.21,143.36,20.95,20.49,161.78,125.71,148.45,161.95,174.89,132.32
20-Nov-1990,135.72,349.701,315.31,141.29,139.62,142.1,20.09,21.23,160.18,126.21,146.81,160.93,174.84,130.79
21-Nov-1990,135.96,350.524,316.03,141.55,139.88,142.41,21.09,20.32,160.56,126.23,147.25,161.25,175.2,131.02
23-Nov-1990,135.94,349.495,315.1,141.32,139.52,142.33,20.98,22.25,160.31,126.55,146.86,161.06,174.88,130.71
26-Nov-1990,136.36,351.179,316.51,141.75,140.11,142.85,22.76,22.4,160.96,126.57,147.47,161.57,175.23,131.21
27-Nov-1990,136.8,353.076,318.1,142.09,140.74,143.46,22.86,22.5,161.75,126.49,148.13,162.11,175.25,131.86
28-Nov-1990,136.82,352.918,317.95,142.18,140.65,143.42,22.96,23.5,161.65,126.56,148.18,162.14,175.42,131.71
29-Nov-1990,136.29,351.226,316.42,141.92,140.12,142.81,23.91,24.57,160.99,126.55,147.46,161.65,175.3,131.21
30-Nov-1990,137.63,357.668,322.22,143.13,142.37,144.6,22.16,22.45,163.34,126.02,149.84,163.35,175.88,133.18
3-Dec-1990,138.58,360.003,324.1,143.36,143.16,145.5,22.29,21.82,164.49,126.16,150.83,163.96,175.92,134.01
4-Dec-1990,138.99,362.57,326.35,143.7,144.15,146.16,22.03,21.45,165.4,125.74,151.7,164.53,175.99,134.88
5-Dec-1990,139.29,366.541,329.92,143.97,145.67,146.79,20.94,20.56,166.46,124.18,153.07,165.05,175.98,136.26
6-Dec-1990,138.9,365.618,329.07,143.93,145.38,146.29,22.62,21.65,165.97,124.23,152.65,164.74,176.04,135.99
7-Dec-1990,139.04,364.167,327.75,143.93,144.76,146.41,22.59,22.33,165.82,124.91,152.34,164.81,176.29,135.4
10-Dec-1990,139.48,365.502,328.89,144.16,145.29,146.9,23.58,22.59,166.49,125.06,152.87,165.19,176.4,135.88
11-Dec-1990,138.96,362.919,326.44,144.23,144.29,146.27,23.75,23.16,165.69,125.71,151.95,164.87,176.58,134.91
12-Dec-1990,139.43,367.091,330.19,144.39,145.89,147.13,21.28,22.76,166.97,124.1,153.46,165.45,176.64,136.42
13-Dec-1990,139.75,366.166,329.34,144.48,145.48,147.2,23.05,22.6,166.96,124.96,153.28,165.55,176.78,136.03
14-Dec-1990,139.76,363.365,326.82,144.46,144.4,147.14,23.85,23.33,166.44,126.66,152.33,165.5,176.69,135.01
17-Dec-1990,139.67,362.496,326.02,144.61,144.03,147.07,24.85,24.24,166.2,127.1,152.04,165.51,176.92,134.65
18-Dec-1990,140.02,366.999,330.05,144.74,145.77,147.86,23.11,22.52,167.63,124.5,153.86,166.04,176.94,136.29
19-Dec-1990,140.39,367.188,330.2,144.79,145.83,148.19,23.08,22,168.03,124.99,153.97,166.26,177.01,136.34
20-Dec-1990,140.44,367.1,330.12,144.86,145.8,148.24,23.13,21.91,168.28,125.09,153.99,166.33,177.03,136.31
21-Dec-1990,140.23,368.914,331.75,144.85,146.52,148.22,22.66,21.41,168.9,122.88,154.7,166.48,178.4,136.82
24-Dec-1990,139.91,367.126,329.9,144.43,146.02,147.76,24.03,22.92,168.45,123.21,154.08,165.99,177.68,136.39
26-Dec-1990,140.12,368.211,330.85,145.11,146.03,148.07,24.18,23.19,168.8,123.38,154.45,166.54,178.21,136.53
27-Dec-1990,139.56,365.371,328.29,144.49,145.36,147.32,24.81,23.86,167.94,123.43,153.66,165.76,178.34,135.61
28-Dec-1990,139.87,365.958,328.72,144.75,145.65,147.65,25.05,23.84,168.32,123.88,153.83,166.1,178.79,135.81
31-Dec-1990,140.56,367.631,330.22,145,146.31,148.33,26.38,23.55,169.1,124.21,154.46,166.59,178.56,136.34
2-Jan-1991,139.2,363.443,326.45,144.78,144.64,146.79,26.62,25.65,167.34,124.25,152.83,165.58,178.63,134.83
3-Jan-1991,137.81,358.395,321.91,143.49,143.48,144.99,27.93,26.73,165.28,123.54,151.02,163.83,177.85,133.33
4-Jan-1991,137.61,357.505,321,143.33,143.14,144.68,27.19,26.54,164.93,123.48,150.6,163.57,177.21,133
7-Jan-1991,135.37,351.387,315.44,141.34,141.47,142.23,28.95,27.08,162.14,120.93,148.46,161.02,175.24,131.31
8-Jan-1991,135.14,350.788,314.9,141.14,141.5,141.99,30.38,28.71,161.87,121.05,148.22,160.78,174.58,131.35
9-Jan-1991,133.7,347.016,311.49,139.26,141.23,140.48,33.3,31.77,160.14,119.32,147.17,158.86,173.04,130.85
10-Jan-1991,135.05,350.404,314.53,140.86,141.68,141.88,31.33,29.87,161.74,120.39,148.26,160.56,174.87,131.13
11-Jan-1991,135.34,351.186,315.23,140.89,141.93,142.18,32.63,32.49,162.08,120.5,148.56,160.75,175.34,131.47
14-Jan-1991,134.21,348.22,312.49,139.97,141.8,140.98,36.2,35.48,160.71,119.62,147.61,159.51,174.06,130.84
